2022-11-18 15:30:07,33.16458147,129.72601055
2022-11-18 15:33:26,33.16454714,129.72596436
2022-11-18 15:37:18,33.1645308,129.72593995
2022-11-18 15:39:44,33.16452002,129.72591434
2022-11-18 15:48:38,33.16453247,129.72592681
2022-11-18 15:52:15,33.16453812,129.72593547
2022-11-18 15:56:01,33.16460112,129.72594202
2022-11-18 16:00:04,33.16459143,129.72593265
2022-11-18 16:02:05,33.16457564,129.72588821
2022-11-18 16:04:53,33.16433905,129.72555234
2022-11-18 16:04:57,33.16420737,129.72534448
2022-11-18 16:05:04,33.16379564,129.72512212
2022-11-18 16:05:11,33.16397876,129.72533315
2022-11-18 16:05:28,33.16406929,129.72536131
2022-11-18 16:05:33,33.16425253,129.72548656
2022-11-18 16:05:40,33.16431758,129.72560264
2022-11-18 16:05:43,33.16439282,129.72566695
2022-11-18 16:05:51,33.16430209,129.72560542
2022-11-18 16:06:01,33.16421621,129.72554408
2022-11-18 16:06:11,33.16417171,129.72544467
2022-11-18 16:06:17,33.16409731,129.72538291
2022-11-18 16:06:20,33.16426672,129.72566549
2022-11-18 16:06:47,33.1642915,129.72555562
2022-11-18 16:06:56,33.16441963,129.72562842
2022-11-18 16:06:59,33.16451132,129.72569797
2022-11-18 16:07:06,33.16451291,129.72582265
2022-11-18 16:08:21,33.1643441,129.72587635
2022-11-18 16:08:28,33.16444005,129.72577639
2022-11-18 16:08:30,33.16453004,129.72565851
2022-11-18 16:08:33,33.16439076,129.72548466
2022-11-18 16:08:38,33.16419501,129.72564357
2022-11-18 16:08:42,33.16430906,129.72567896
2022-11-18 16:08:46,33.16440496,129.72569351
2022-11-18 16:08:48,33.16452817,129.72565951
2022-11-18 16:08:51,33.16453209,129.72553506
2022-11-18 16:08:55,33.16446581,129.72562775
2022-11-18 16:09:02,33.16454552,129.72556887
2022-11-18 16:09:06,33.16444598,129.72562347
2022-11-18 16:09:11,33.16444157,129.72574985
2022-11-18 16:09:19,33.16441055,129.72561946
2022-11-18 16:09:26,33.16450285,129.72555666
2022-11-18 16:09:34,33.16429524,129.72576298
2022-11-18 16:09:39,33.16426021,129.72563467
2022-11-18 16:09:47,33.1643425,129.72558484
2022-11-18 16:09:51,33.16433381,129.72547634
2022-11-18 16:10:04,33.16470165,129.72560865
2022-11-18 16:10:13,33.16462353,129.72555361
2022-11-18 16:10:21,33.16449278,129.72564406
2022-11-18 16:10:26,33.16442384,129.72556329
2022-11-18 16:10:30,33.16437346,129.72541746
2022-11-18 16:10:33,33.16447572,129.72538427
2022-11-18 16:10:51,33.16474287,129.72548566
2022-11-18 16:10:53,33.16477518,129.72535689
2022-11-18 16:10:59,33.16471606,129.72526119
2022-11-18 16:11:01,33.16451612,129.72536778
2022-11-18 16:11:11,33.16432937,129.72567009
2022-11-18 16:11:17,33.16415447,129.72586517
2022-11-18 16:12:14,33.16435017,129.72548228
2022-11-18 16:12:19,33.16447299,129.72544015
2022-11-18 16:12:24,33.16437149,129.72503963
2022-11-18 16:12:37,33.16442921,129.72549712
2022-11-18 16:12:38,33.1644414,129.72576593
2022-11-18 16:12:40,33.16452858,129.72582479
2022-11-18 16:12:46,33.16436258,129.72580577
2022-11-18 16:12:48,33.16424586,129.72558662
2022-11-18 16:12:53,33.16407901,129.7253291
2022-11-18 16:12:55,33.16411841,129.72543879
2022-11-18 16:13:08,33.16427467,129.72541799
2022-11-18 16:14:57,33.16439699,129.72526504
2022-11-18 16:15:04,33.16474198,129.72535599
2022-11-18 16:15:16,33.16479003,129.72545845
2022-11-18 16:15:22,33.16448924,129.72533399
2022-11-18 16:15:26,33.16437397,129.72563295
2022-11-18 16:15:32,33.16445361,129.72568344
2022-11-18 16:15:41,33.16453185,129.72575289
2022-11-18 16:15:53,33.16442894,129.72570274
2022-11-18 16:16:08,33.16427484,129.7255097
2022-11-18 16:16:33,33.16415922,129.72542392
2022-11-18 16:17:09,33.16424923,129.7254548
2022-11-18 16:17:21,33.16420707,129.72534772
2022-11-18 16:17:25,33.1641265,129.72543477
2022-11-18 16:17:37,33.1640185,129.72541199
2022-11-18 16:17:57,33.16432098,129.72577745
2022-11-18 16:18:06,33.16436315,129.72568034
2022-11-18 16:28:56,33.16461968,129.72587239
2022-11-18 16:36:22,33.16461701,129.72589006
2022-11-18 16:36:43,33.16428827,129.72536478
2022-11-18 16:36:46,33.16437145,129.72542396
2022-11-18 16:36:51,33.16441907,129.72554178
2022-11-18 16:36:58,33.16445364,129.72564449
2022-11-18 16:37:03,33.1645275,129.72571492
2022-11-18 16:37:21,33.16457101,129.72582545
2022-11-18 16:37:35,33.16460658,129.72592812
2022-11-18 16:37:41,33.16464396,129.72603731
2022-11-18 16:38:33,33.16455987,129.72595361
2022-11-18 16:38:40,33.16451694,129.72583766
2022-11-18 16:38:44,33.164472,129.72573194
2022-11-18 16:38:47,33.16438792,129.72563825
2022-11-18 16:38:53,33.16448243,129.72567745
2022-11-18 16:38:57,33.16455474,129.72574868
2022-11-18 16:39:07,33.16446251,129.72573604
2022-11-18 16:41:05,33.16464475,129.72611279
2022-11-18 16:41:09,33.16458645,129.72602327
2022-11-18 16:41:26,33.16438804,129.72577738
2022-11-18 16:41:30,33.16432126,129.72569726
2022-11-18 16:44:04,33.16431991,129.72561082
2022-11-18 16:46:05,33.16430102,129.7255761
2022-11-18 16:48:06,33.16431703,129.7255966
2022-11-18 16:50:07,33.16431874,129.72559724
2022-11-18 16:52:22,33.1643137,129.72559302
2022-11-18 16:54:23,33.16430541,129.72558911
2022-11-18 16:58:26,33.16431365,129.72557902
2022-11-18 17:11:47,33.16440054,129.72553808
2022-11-18 17:29:19,33.16434735,129.72553736
2022-11-18 17:35:23,33.16434519,129.72553199
2022-11-18 17:45:15,33.16454341,129.72568681
2022-11-18 17:45:18,33.16461028,129.72560432
2022-11-18 17:48:11,33.16397797,129.72553134
2022-11-18 17:48:19,33.16407284,129.72559786
2022-11-18 17:48:20,33.16422828,129.72574669
2022-11-18 17:48:29,33.16425799,129.72562682
2022-11-18 17:48:32,33.16436294,129.72560962
2022-11-18 17:48:35,33.16418077,129.725538
2022-11-18 17:50:00,33.1642192,129.72534969
2022-11-18 17:50:44,33.16434784,129.72593828
2022-11-18 17:50:47,33.16407987,129.72591637
2022-11-18 17:50:53,33.16405241,129.7257786
2022-11-18 17:51:01,33.16430627,129.7256354
2022-11-18 17:51:03,33.16440994,129.72558276
2022-11-18 17:51:07,33.16442177,129.72573244
2022-11-18 17:51:17,33.16444894,129.72598445
2022-11-18 17:51:27,33.16449886,129.72587828
2022-11-18 17:51:31,33.16439609,129.72577699
2022-11-18 17:51:34,33.16434959,129.72567674
2022-11-18 17:51:42,33.16444512,129.72565427
2022-11-18 17:51:45,33.16446172,129.72577967
2022-11-18 17:51:46,33.16455935,129.72609822
2022-11-18 17:52:06,33.16474951,129.72629586
2022-11-18 17:52:09,33.16484764,129.7263955
2022-11-18 17:52:13,33.16493842,129.72637602
2022-11-18 17:52:15,33.16484353,129.72610868
2022-11-18 17:52:53,33.16440102,129.72570485
2022-11-18 17:52:55,33.16418442,129.72568244
2022-11-18 17:52:59,33.16408936,129.72565467
2022-11-18 17:53:00,33.16416672,129.72572791
2022-11-18 17:53:01,33.1643487,129.72577016
